Id,TextTopics,TopicPercentages
99_5451_4,97,0.6228539
99_5452_4,111,0.46751425
99_5453_4,145,0.9017676
99_5456_4,148,0.6564892
99_5457_4,146,0.65315264
99_5459_4,109,0.66499203
99_5461_4,149,0.6114664
99_5463_4,96,0.4908282
99_5464_4,105,0.48386484
99_5469_4,158,0.31447718
99_5470_4,109,0.45770305
99_5471_4,99,0.59118944
99_5472_4,136,0.6500489
99_5473_4,95,0.57816344
99_5474_4,148,0.58316314
99_5475_4,154,0.4906944
99_5477_4,117,0.48363626
99_5479_4,148,0.46362174
99_5480_4,110,0.6491238
99_5481_4,128,0.6616668
99_5483_4,146,0.658839
99_5485_4,137,0.6487016
99_5486_4,123,0.73573077
99_5487_4,137,0.6605373
99_5488_4,109,0.48467523
99_5489_4,115,0.3266136
99_5490_4,130,0.53953254
99_5491_4,139,0.71860784
99_5492_4,108,0.7301184
99_5493_4,113,0.7340227
99_5494_4,111,0.74891686
99_5495_4,122,0.481487
99_5500_4,130,0.7810465
99_5501_4,149,0.48160303
99_5503_4,100,0.6481723
99_5504_4,105,0.5044063
99_5506_4,111,0.47129217
99_5507_4,98,0.48302174
99_5508_4,138,0.49090278
99_5509_4,111,0.74891704
99_5510_4,115,0.64962846
99_5511_4,109,0.5720042
99_5512_4,112,0.35106328
99_5513_4,105,0.3953726
99_5515_4,137,0.4816721
99_5516_4,109,0.49099728
99_5517_4,107,0.49354482
99_5518_4,111,0.40304458
99_5522_4,103,0.72772247
99_5523_4,134,0.9168244
99_5524_4,109,0.49652296
99_5530_4,109,0.35487768
99_5531_4,118,0.42740706
99_5533_4,98,0.82184154
99_5534_4,109,0.65838826
99_5536_4,127,0.6767892
99_5537_4,123,0.56333
99_5538_4,119,0.48754585
99_5540_4,106,0.72035897
99_5541_4,134,0.30558127
99_5542_4,102,0.7106322
99_5543_4,109,0.4878063
99_5545_4,111,0.51015604
99_5546_4,117,0.473269
99_5547_4,126,0.42765838
99_5549_4,127,0.3733197
99_5550_4,111,0.4701006
99_5554_4,133,0.8099157
99_5555_4,106,0.80700487
99_5556_4,150,0.3630628
99_5558_4,108,0.43165913
99_5559_4,96,0.36554125
99_5560_4,128,0.43968692
99_5563_4,126,0.5763354
99_5565_4,111,0.51015604
99_5566_4,139,0.49662003
99_5568_4,151,0.5754533
99_5569_4,109,0.50570744
99_5570_4,134,0.49372742
99_5571_4,146,0.82363117
99_5572_4,111,0.6547536
99_5573_4,111,0.51015604
99_5574_4,158,0.54652804
99_5576_4,119,0.38847163
99_5578_4,109,0.664992
99_5579_4,111,0.51015604
99_5581_4,158,0.62437016
99_5582_4,104,0.640427
99_5583_4,111,0.6427281
99_5584_4,103,0.8908146
99_5586_4,96,0.49083108
99_5587_4,109,0.49341056
99_5588_4,141,0.68678516
99_5591_4,111,0.6680057
99_5595_4,134,0.70219713
99_5596_4,129,0.84716475
99_5598_4,109,0.57850397
99_5599_4,109,0.6649919
99_5600_4,97,0.48118162
99_5603_4,111,0.6680059
99_5604_4,141,0.30491263
99_5605_4,153,0.76271915
99_5606_4,115,0.33030793
99_5610_4,119,0.4921296
99_5611_4,109,0.3844736
99_5612_4,101,0.48163
99_5613_4,130,0.7125579
