Id,TextTopics,TopicPercentages
99_4892_4,39,0.7300304
99_4895_4,32,0.48369375
99_4896_4,30,0.484509
99_4897_4,19,0.51015604
99_4898_4,54,0.4882397
99_4899_4,12,0.5902986
99_4900_4,52,0.48781252
99_4903_4,52,0.58725333
99_4904_4,19,0.51015604
99_4906_4,52,0.48781183
99_4908_4,25,0.48363626
99_4909_4,54,0.6531521
99_4911_4,47,0.4838539
99_4913_4,17,0.664992
99_4914_4,19,0.51015604
99_4915_4,19,0.6680057
99_4916_4,17,0.4934088
99_4917_4,17,0.5057082
99_4918_4,31,0.49201897
99_4923_4,19,0.66800636
99_4924_4,19,0.51015604
99_4925_4,59,0.648946
99_4926_4,43,0.4829516
99_4928_4,53,0.5658404
99_4929_4,36,0.4826019
99_4931_4,31,0.54890656
99_4932_4,19,0.66800654
99_4933_4,36,0.33953205
99_4934_4,19,0.51015604
99_4938_4,13,0.55335313
99_4941_4,13,0.7220913
99_4942_4,16,0.6981941
99_4945_4,11,0.6736831
99_4948_4,19,0.60214305
99_4951_4,25,0.65003186
99_4953_4,2,0.48104522
99_4954_4,57,0.48160726
99_4956_4,19,0.6680057
99_4958_4,5,0.6185141
99_4959_4,54,0.3155585
99_4965_4,61,0.36642134
99_4967_4,61,0.48260576
99_4968_4,52,0.48781252
99_4969_4,43,0.4829522
99_4970_4,35,0.4815255
99_4971_4,19,0.6680054
99_4972_4,19,0.49067912
99_4975_4,66,0.9188343
99_4978_4,29,0.64953786
99_4979_4,17,0.39653152
99_4982_4,25,0.47506317
99_4984_4,19,0.49352893
99_4985_4,17,0.5057082
99_4986_4,33,0.34961537
99_4987_4,66,0.35426646
99_4989_4,24,0.8803417
99_4990_4,60,0.3308272
99_4991_4,31,0.6505689
99_4992_4,52,0.48781183
99_4993_4,19,0.49747387
99_4994_4,19,0.6680056
99_4995_4,13,0.39537314
99_4996_4,14,0.4830595
99_4997_4,54,0.48823994
99_5002_4,44,0.76448244
99_5003_4,10,0.44098356
99_5004_4,24,0.63169295
99_5006_4,13,0.8471682
99_5007_4,61,0.48260576
99_5009_4,60,0.65064025
99_5016_4,61,0.48260576
