Id,Subject,MainText,SubjectSpam,MainTextSpam,SpamStatus
99_6444_4,rating,good GOodsoft,2,2,2
99_6445_4,rating,Simply super,2,2,2
99_6446_4,rating,Gd Good,2,2,2
99_6447_4,rating,Nice 2 keep in touch Nice 2 keep in touch vth friends,2,2,2
99_6448_4,rating,Nyc app Wonderful app ,2,2,2
99_6449_4,rating,Xperia c Awesome,2,2,2
99_6450_4,rating,Excellent The best,2,2,2
99_6451_4,rating,Good Very good,2,2,2
99_6452_4,rating,Great app Needs call service,2,2,2
99_6453_4,rating,Nice app Grt app connect with friends,2,2,2
99_6454_4,rating,Great app Very handy,2,2,2
99_6455_4,rating,Wow Awesome,2,2,2
99_6456_4,rating,Excellent Great,2,2,2
99_6457_4,rating,This is d cool apps forever,2,2,2
99_6458_4,rating,Best app Too gud,2,2,2
99_6459_4,rating,Watts up boys This is d best way to keep in touch with ur friends 24 hrs,2,2,2
99_6460_4,rating,Just nice app It was fine,2,2,2
99_6461_4,rating,Ral Good,2,2,2
99_6462_4,rating,Awesome I love this appit's so addictive ,2,2,2
99_6463_4,rating,Awesome I'M SO ADDICTED AHH,2,2,2
99_6464_4,rating,I love Pinterest Maybe a little too much But this app helps fuel my obsession so I love it too,2,2,2
99_6465_4,rating,Fun Love the creativity ,2,2,2
99_6466_4,rating,Love this app Love using this app to find fun foods and funny things to brighten up my day,2,2,2
99_6467_4,rating,Awesome I'm so addicted to pinterest ,2,2,2
99_6468_4,rating,Awesome Loving it Easy to use with good content,2,2,2
99_6469_4,rating,Love it Im supper hooked now looking for wedding dress and decorations for my moms wedding yaay excited,2,2,2
99_6470_4,rating, Great app Runs smoothly and gives you everything you expect from Pinterest,2,2,2
99_6471_4,rating,Just the greatest I LOVE pinterest I can spend hours and hours on it There is nothing I don't like about it ,2,2,2
99_6473_4,rating,Great I love it I can see anything ,2,2,2
99_6475_4,rating,Perfect Love this app,2,2,2
99_6476_4,rating,Sorry for the low score I love the great things you can find here But very discouraged when I go to do a something that I get advertisements for a ton of other stuff,2,2,2
99_6477_4,rating,Cool Good place to go if you need an idea for almost anything,2,2,2
99_6478_4,rating,Excellent Beautiful sharing of beautiful pictures ideas ideas Love Peace Thank you,2,2,2
99_6479_4,rating,Love it Love this app it's my favorite,2,2,2
99_6480_4,rating,Enjoy Love it Simple,2,2,2
99_6481_4,rating,Fun Enjoyed it ,2,2,2
99_6482_4,rating,Great Luv this app,2,2,2
99_6483_4,rating,Great Love pintrest And this app ,2,2,2
99_6484_4,rating,Good Good idea I dig it,2,2,2
99_6486_4,rating,Cool It made my pinning more interesting Keep up the good work ,2,2,2
99_6487_4,rating,The best I love it ,2,2,2
99_6488_4,rating,Love it I use this app way too much haha,2,2,2
99_6490_4,rating,Easy to use Not driven by advertising Always full of things that are interesting to me without chasing me or interrupting my enjoyment with endless advertising,2,2,2
99_6491_4,rating,Love it My friends I love this app ,2,2,2
99_6492_4,rating,Nice I love it ,2,2,2
99_6493_4,rating,5 star Always awesome ideas,2,2,2
99_6494_4,rating,Amazing Deserves ten stars ,2,2,2
99_6496_4,rating,Love it Great app Which there was a way to multi check pins When editing deleting or moving to another board rather than having to do it one at a time,2,2,2
99_6497_4,rating,Pinterest Pinterest test,2,2,2
99_6498_4,rating,Great I love pinterest and the mobile app is great I almost never have issues with pinterest,2,2,2
99_6499_4,rating,Fun relaxing time Just plain fun,2,2,2
99_6500_4,rating,Because it is,2,2,2
99_6501_4,rating,Amazing This is utterly addicting love it,2,2,2
99_6502_4,rating,Awesome Such a delight to use,2,2,2
99_6503_4,rating,great i love it,2,2,2
99_6504_4,rating,Awesome app Super easy to use Fantastic resources ,2,2,2
99_6505_4,rating,Awesome Awesome I absolutely love this app ,2,2,2
99_6506_4,rating,Great addicted ,2,2,2
99_6507_4,rating, This app finds everything ur lookin for Its amazing and its just what u want to c wen all else fails on google,2,2,2
99_6508_4,rating,Brilliant Love this app Samsung Galaxy S3 Mini,2,2,2
99_6509_4,rating,Excellent A great app,2,2,2
99_6510_4,rating,The best Pinterest it's my favorite app I check out several times a day and always find great ideas Thanks ,2,2,2
99_6511_4,rating,Cool I'd always heard about pinterest but I never really good into it at all because I didn't understand it I understand it now and it's really very fun to find things snag pin them Also pinning things from all over the internet,2,2,2
99_6512_4,rating,Love it Love it,2,2,2
99_6513_4,rating,I like I like it's verrryyy nice ,2,2,2
99_6514_4,rating, I love it a lot less messy and much convenient than a real bulletin board or scrapbook,2,2,2
99_6516_4,rating,Pinterest freak I'm addicted to pinterest,2,2,2
99_6517_4,rating,good excellent for photo GREAT,2,2,2
99_6518_4,rating,Pinterest I love this site,2,2,2
99_6519_4,rating,What an amazing app So many ideas and inspirations love it ,2,2,2
99_6520_4,rating,One Of My Favorite Apps I wasn't sure in the beginning But now I love spending time on Pinterest I have learned a lot and have developed new interests,2,2,2
99_6521_4,rating,Brilliant Good,2,2,2
99_6522_4,rating,I love it It's a place for me to see fandom stuff and funny photos,2,2,2
99_6523_4,rating,Love it You can search just about anything pin it and go back to it later,2,2,2
99_6524_4,rating,Love it Use it all the time,2,2,2
99_6525_4,rating,Very useful Enjoy using it,2,2,2
99_6526_4,rating,Inspiring Collecting your favorite things is fun to do as well as trying to express your likes and interests to others,2,2,2
99_6527_4,rating,Love What else can you say simply put this is a wonderful awesome app filled with awesomeness ,2,2,2
99_6528_4,rating,Yay Love it,2,2,2
99_6529_4,rating,Awesome Great,2,2,2
99_6530_4,rating,Love love love Pintrest uh maze ing ,2,2,2
99_6531_4,rating,Love love Great for everything Feeds my brain awesome ideas,2,2,2
99_6532_4,rating,Perfect Absolutely my favorite app ,2,2,2
99_6533_4,rating,Love on Pinterest Best app ever If you love cooking crafting fashion need cleaning or organizational ideas You will love this app Join now and Happy Pinning,2,2,2
99_6534_4,rating,Great Love this app ,2,2,2
99_6535_4,rating,Awesome There are billions of ideas to copy or take and add your own spin to it,2,2,2
99_6536_4,rating,Super useful From the fashion to the DIY anything you might need want to try is on here super super useful,2,2,2
99_6537_4,rating, It's so good ,2,2,2
99_6538_4,rating,Amazing IloveIttttt,2,2,2
99_6539_4,rating,Awesome Loving every second of it,2,2,2
99_6540_4,rating,I love this app Wow,2,2,2
99_6541_4,rating,Love it just bought a house I use this app for everything Its addictive ,2,2,2
99_6542_4,rating,Its awesome Its youre working,2,2,2
99_6543_4,rating,If you can't beat them join them Great place to find interesting images and to lose a few hours a day,2,2,2
99_6545_4,rating,Valuable and fun I learn so much have fun and it is totally addicting ,2,2,2
99_6546_4,rating,Great place There are so many varieties of options to go through on this site Nice to have access to all of it,2,2,2
99_6547_4,rating,love it super convenient having all of my recipes tips crafts diy at my fingertips ,2,2,2
99_6549_4,rating,Love it Good ideas and you can find whatever u need for any occasion,2,2,2
99_6550_4,rating,Addicted at times Love it ,2,2,2
99_6551_4,rating,Love it Great Thanks,2,2,2
99_6552_4,rating,Best App Ever Inspiration and ideas from around the globe,2,2,2
99_6553_4,rating,Awsome Awsome,2,2,2
99_6554_4,rating,Love it Keep up the good work,2,2,2
99_6555_4,rating,Perfect I love pinterest Pinterest helped me plan for my wedding ,2,2,2
99_6556_4,rating,I love it Easy to use,2,2,2
99_6557_4,rating,V good V good,2,2,2
99_6558_4,rating,I m really eexcited Can't wait to see what you have,2,2,2
99_6559_4,rating,Just great Full of interesting and funny things ,2,2,2
99_6560_4,rating,YES Best app since sliced bread,2,2,2
99_6561_4,rating,5star Love App,2,2,2
99_6563_4,rating,Nice app Raw,2,2,2
99_6564_4,rating,I love this app I use pinterest as my virtual closet XoxO,2,2,2
99_6565_4,rating,Love it Love pinterest ,2,2,2
99_6566_4,rating,Love it I use this app constantly,2,2,2
99_6567_4,rating,Great Ap Love this Ap it works great and I get all kinds of wonderful ideas from amazing People,2,2,2
99_6568_4,rating,Amazing app Love it D Fully like an online scrap board Awesome idea ,2,2,2
99_6569_4,rating,Great Totally awesome I am a pinterest addict sooo this is definitely a fantastic app ,2,2,2
99_6570_4,rating,Love it I am addicted ,2,2,2
99_6571_4,rating,So many ideas A network of inspiration ,2,2,2
99_6572_4,rating,Excellent for keeping visual ideas I really use this to keep recipes and fashion ideas but overall great app,2,2,2
99_6573_4,rating,Used to be great Now I cannot see anything from the people or boards I'm following Pretty frustrating,2,2,2
99_6575_4,rating,Love it I'm addicted to diy,2,2,2
99_6576_4,rating,Excellent Love it ,2,2,2
99_6578_4,rating,I'm addicted to this app Love it Getting this app is my best decision ever It's great ,2,2,2
99_6579_4,rating,Nice app Anything your looking 4 is here,2,2,2
99_6580_4,rating,In love Love to pin,2,2,2
99_6581_4,rating,Yay It's like having a little scrapbook in your pocket So much fun ,2,2,2
99_6582_4,rating,Absolutely addictive Amazing app don't know what I'd do without it now,2,2,2
99_6583_4,rating,Lovely app I love this app U can find anything,2,2,2
99_6584_4,rating, 3 3 3 love Love LOVE ,2,2,2
99_6585_4,rating,Love it Great app but a lot of repeated items,2,2,2
99_6586_4,rating,I love all the great things I find and the ease of pinning them ,2,2,2
99_6587_4,rating,Pinerest app I hope this works,2,2,2
99_6588_4,rating,Pinterest rocks A great place to chill I just love it ,2,2,2
99_6590_4,rating,Great This so is awesome great app that lets you share ideas and things you like,2,2,2
99_6591_4,rating,Some technical issues still need resolving Otherwise it's 1010,2,2,2
99_6593_4,rating,all in one spot From hair styles to do it yourself ideas fashion ideas to quotes It's all in one spot It's wonderful ,2,2,2
99_6594_4,rating,I'm back Pinning ,2,2,2
99_6595_4,rating,Love it One off my favorites go here all the time Great ideas for everything,2,2,2
99_6596_4,rating,Happy Girl At last Been waiting for this app And now i have it i am very pleased Much easier to navigate,2,2,2
99_6597_4,rating,Love it ,2,2,2
99_6598_4,rating,Love it Im obsessed with this app i go on it everydaythere are so many ideas on a budget things to keep me busy,2,2,2
99_6599_4,rating,Love it It's such a wonderful site I can find anything I want Love that it's so much easier to use on my phone now also,2,2,2
99_6600_4,rating,Great Luv it App works excellent No issues at all,2,2,2
99_6602_4,rating,Pinterest Luv this app This app is one of my favorite apps,2,2,2
99_6603_4,rating,Love it Very addicting you can get lost for houra ,2,2,2
99_6604_4,rating,Love love love this app Thanks,2,2,2
99_6605_4,rating,Perfect 3 I love this app so much so simple to use I adore it 3,2,2,2
99_6606_4,rating,Addictive I have to watch when I go on this as I can not get off ,2,2,2
99_6607_4,rating,Gr8 Gr8 ,2,2,2
99_6608_4,rating,Stacey Thanks you are awesome,2,2,2
99_6609_4,rating,Love it This is a great app and i,2,2,2
99_6610_4,rating,5 EXCELLENTE,2,2,2
99_6611_4,rating,Cannot stahp I never leave this site Ever,2,2,2
99_6612_4,rating,Love it Addictive and useful Just not enough hours in the day ,2,2,2
99_6613_4,rating,Pretty awesome Liked everything about it Wish there was a way to save some of the photos though,2,2,2
99_6614_4,rating,Love it Perfect and so easy to use,2,2,2
99_6616_4,rating,Awesome Love it for my kitchen and garden,2,2,2
99_6617_4,rating,Wonderful App Very addictive and a lot of fun Get to share some really cool pictures ideas jokes and recipes,2,2,2
99_6618_4,rating,Great ideas One of my fav apps,2,2,2
99_6619_4,rating,Stella Love it So addictive,2,2,2
99_6620_4,rating,Loved it I loved it but it took up way to much space,2,2,2
99_6621_4,rating,Very easy to use and very helpful So cool,2,2,2
99_6622_4,rating,Love pinning Very good app,2,2,2
99_6623_4,rating,Gud It helps to bring out creativity within us ,2,2,2
99_6624_4,rating,Great tool I use this to organize my life,2,2,2
99_6625_4,rating,Love pinterest App is okay,2,2,2
99_6626_4,rating,Love pinterest Love it only downside is the quality of the pictures are a lot lower on the app than the website when used on computers,2,2,2
99_6627_4,rating,The best site ever,2,2,2
99_6628_4,rating,Addicted,2,2,2
99_6629_4,rating,Love pinterest I'm addicted ,2,2,2
99_6630_4,rating,Amazed,2,2,2
99_6631_4,rating,Great app I am so addicted to pinning on my 20 boards,2,2,2
99_6632_4,rating,Amazing Love it,2,2,2
99_6633_4,rating,Best app ever Love it,2,2,2
99_6634_4,rating,Good application Thank you,2,2,2
99_6635_4,rating,So helpful Love love it ,2,2,2
99_6636_4,rating,Love it ,2,2,2
99_6637_4,rating,Abdolutely love,2,2,2
99_6638_4,rating,Niceapp Pin pin pin,2,2,2
99_6639_4,rating,I love this app and could not live without it,2,2,2
99_6641_4,rating,Awesome Love it from the gate If you're thinking rather you should or not Just do it You shall not be disappointed Big Brian Clearwater FL,2,2,2
99_6642_4,rating,Great sharing Love to be able to search and find exactly what I want Also makes preparing a menu easier It's awesome to have exactly what I have pinned all organized just for me ,2,2,2
99_6643_4,rating,I love it ,2,2,2
99_6644_4,rating,Good Easy to use,2,2,2
99_6646_4,rating,Jfk702 Great apps to share thought and pic,2,2,2
99_6647_4,rating,One of my favourite if not the favourite social networking sites Use it every day to find and store lots of interesting and lovely things,2,2,2
99_6648_4,rating,Awesomeness GR8 APP ,2,2,2
99_6649_4,rating,Very cool Very awesome I can look how to do my hair and painting nails u should all get this app,2,2,2
99_6650_4,rating,Love it ,2,2,2
99_6651_4,rating,Addicted Excellent place for a little bit of everything ,2,2,2
99_6652_4,rating,Inspirational,2,2,2
99_6654_4,rating,LOVE IT D,2,2,2
99_6655_4,rating,So addictive Love love love ,2,2,2
99_6656_4,rating,Addict I get on pinterest and suddenly an hour has disappeared,2,2,2
99_6657_4,rating,Love Love it ,2,2,2
99_6658_4,rating,Excellent App Love this app ,2,2,2
99_6659_4,rating,Awesome I love pinterest its a place where I can keep all the things I like and are interested in in one place,2,2,2
99_6660_4,rating,I love this app anything u want to see or learn is right here Love the people who post,2,2,2
99_6661_4,rating,Love the info pics and people Love it,2,2,2
99_6662_4,rating,Love it Great app,2,2,2
99_6664_4,rating,Great Great ideas for all kinds of things Check it everyday for new things I wanna make,2,2,2
99_6665_4,rating,Still great as always Love it,2,2,2
99_6666_4,rating,Love this app Sometimes I get lost with time because it is so addicting It is so fun to look at everything and pin your likes or needs to your own boards I also use a lot of the ideas I get from Pinterest in my classroom and I have used DIY ideas for my home ,2,2,2
99_6667_4,rating,I love this app just wish it was available for every site i visited Would recommend,2,2,2
99_6668_4,rating,Amazing Highly addictive ,2,2,2
99_6669_4,rating,Great Love it Addicting to,2,2,2
